id	organism name	file	accession number	sequences	base pair	DIV	submitted	updated	BioProject	BioSample	SRA	domain	phylum	class	order	family	genus
6002	Listeria monocytogenes	AAAIZB.gz	AAAIZB010000001-AAAIZB010000030	30	2910461	BCT	2018-06-18	2019-03-26	PRJNA212117	SAMN03115010	SRR1619206	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6003	Listeria monocytogenes	AAAIZC.gz	AAAIZC010000001-AAAIZC010000014	14	2950098	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN02769774	SRR1623024	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6004	Listeria monocytogenes	AAAIZD.gz	AAAIZD010000001-AAAIZD010000024	24	3213579	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN02769772	SRR1622983	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6005	Listeria monocytogenes	AAAIZE.gz	AAAIZE010000001-AAAIZE010000016	16	3002497	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN03102591	SRR1609698	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6006	Listeria monocytogenes	AAAIZF.gz	AAAIZF010000001-AAAIZF010000021	21	3028640	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03104741	SRR1633502	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6007	Listeria monocytogenes	AAAIZG.gz	AAAIZG010000001-AAAIZG010000019	19	2938913	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN02769787	SRR1623039	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6008	Listeria monocytogenes	AAAIZH.gz	AAAIZH010000001-AAAIZH010000021	21	3063347	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02922909	SRR5947676	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6009	Listeria monocytogenes	AAAIZI.gz	AAAIZI010000001-AAAIZI010000016	16	3068685	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN02769775	SRR1623038	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6010	Listeria monocytogenes	AAAIZJ.gz	AAAIZJ010000001-AAAIZJ010000017	17	3017632	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03104743	SRR1633507	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6011	Listeria monocytogenes	AAAIZK.gz	AAAIZK010000001-AAAIZK010000024	24	2925748	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN02422942	SRR1039791	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6012	Listeria monocytogenes	AAAIZL.gz	AAAIZL010000001-AAAIZL010000025	25	2927882	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03104742	SRR1633865	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6013	Listeria monocytogenes	AAAIZM.gz	AAAIZM010000001-AAAIZM010000013	13	3014937	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03104745	SRR1633551	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6014	Listeria monocytogenes	AAAIZN.gz	AAAIZN010000001-AAAIZN010000021	21	2888631	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN02422952	SRR1039786	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6015	Listeria monocytogenes	AAAIZO.gz	AAAIZO010000001-AAAIZO010000014	14	3058045	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03144826	SRR1638902	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6016	Listeria monocytogenes	AAAIZP.gz	AAAIZP010000001-AAAIZP010000032	32	3142074	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02923334	SRR5985551	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6017	Listeria monocytogenes	AAAIZQ.gz	AAAIZQ010000001-AAAIZQ010000036	36	3129655	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03164232	SRR1649530	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6018	Listeria monocytogenes	AAAIZR.gz	AAAIZR010000001-AAAIZR010000051	51	3099686	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03164230	SRR1649561	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6019	Listeria monocytogenes	AAAIZS.gz	AAAIZS010000001-AAAIZS010000024	24	3030578	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03164227	SRR1649541	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6020	Listeria monocytogenes	AAAIZT.gz	AAAIZT010000001-AAAIZT010000023	23	3030922	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02921545	SRR6190225	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6021	Listeria monocytogenes	AAAIZU.gz	AAAIZU010000001-AAAIZU010000020	20	2959093	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03144828	SRR1638894	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6022	Listeria monocytogenes	AAAIZV.gz	AAAIZV010000001-AAAIZV010000065	65	3079648	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02922537	SRR6190227	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6023	Listeria monocytogenes	AAAIZW.gz	AAAIZW010000001-AAAIZW010000025	25	2990100	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02923377	SRR6288283	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6024	Listeria monocytogenes	AAAIZX.gz	AAAIZX010000001-AAAIZX010000021	21	3132604	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02922823	SRR6304922	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6025	Listeria monocytogenes	AAAIZY.gz	AAAIZY010000001-AAAIZY010000019	19	3207181	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02922839	SRR6304984	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6026	Listeria monocytogenes	AAAIZZ.gz	AAAIZZ010000001-AAAIZZ010000061	61	2916006	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03115026	SRR1657590	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6027	Listeria monocytogenes	AAAJAA.gz	AAAJAA010000001-AAAJAA010000024	24	2972797	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03115027	SRR1657591	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6028	Listeria monocytogenes	AAAJAB.gz	AAAJAB010000001-AAAJAB010000021	21	3064993	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03165790	SRR1657596	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6029	Listeria monocytogenes	AAAJAC.gz	AAAJAC010000001-AAAJAC010000017	17	2890609	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03166085	SRR1657589	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6030	Listeria monocytogenes	AAAJAD.gz	AAAJAD010000001-AAAJAD010000027	27	3049483	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03165792	SRR1657607	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6031	Listeria monocytogenes	AAAJAE.gz	AAAJAE010000001-AAAJAE010000034	34	3002173	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03165805	SRR1657620	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6032	Listeria monocytogenes	AAAJAF.gz	AAAJAF010000001-AAAJAF010000020	20	3002601	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03115028	SRR1657595	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6033	Listeria monocytogenes	AAAJAG.gz	AAAJAG010000001-AAAJAG010000030	30	3004405	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03165801	SRR1657616	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6034	Listeria monocytogenes	AAAJAH.gz	AAAJAH010000001-AAAJAH010000027	27	3112543	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN03203176	SRR1664209	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6035	Listeria monocytogenes	AAAJAI.gz	AAAJAI010000001-AAAJAI010000028	28	3176624	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN03218395	SRR1664794	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6036	Listeria monocytogenes	AAAJAJ.gz	AAAJAJ010000001-AAAJAJ010000021	21	3182040	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02922737	SRR6321747	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6037	Listeria monocytogenes	AAAJAK.gz	AAAJAK010000001-AAAJAK010000056	56	3154152	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN03218392	SRR1664792	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6038	Listeria monocytogenes	AAAJAL.gz	AAAJAL010000001-AAAJAL010000020	20	3111678	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN03218389	SRR1664797	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6039	Listeria monocytogenes	AAAJAM.gz	AAAJAM010000001-AAAJAM010000022	22	3157962	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02922622	SRR6387213	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6040	Listeria monocytogenes	AAAJAN.gz	AAAJAN010000001-AAAJAN010000020	20	3111840	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN02979275	SRR1688443	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6041	Listeria monocytogenes	AAAJAO.gz	AAAJAO010000001-AAAJAO010000021	21	3119032	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03218552	SRR1693297	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6042	Listeria monocytogenes	AAAJAP.gz	AAAJAP010000001-AAAJAP010000039	39	3145425	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02922601	SRR6413631	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6043	Listeria monocytogenes	AAAJAQ.gz	AAAJAQ010000001-AAAJAQ010000025	25	3230737	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02922639	SRR6387216	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6044	Listeria monocytogenes	AAAJAR.gz	AAAJAR010000001-AAAJAR010000093	93	3040802	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02922606	SRR6413642	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6045	Listeria monocytogenes	AAAJAS.gz	AAAJAS010000001-AAAJAS010000040	40	2934940	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03253338	SRR1695793	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6046	Listeria monocytogenes	AAAJAT.gz	AAAJAT010000001-AAAJAT010000056	56	3025534	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03218567	SRR1694064	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6047	Listeria monocytogenes	AAAJAU.gz	AAAJAU010000001-AAAJAU010000027	27	3061673	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02923261	SRR6425538	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6048	Listeria monocytogenes	AAAJAV.gz	AAAJAV010000001-AAAJAV010000024	24	2885763	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03253329	SRR1695784	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6049	Listeria monocytogenes	AAAJAW.gz	AAAJAW010000001-AAAJAW010000031	31	2936441	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03253350	SRR1695805	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6050	Listeria monocytogenes	AAAJAX.gz	AAAJAX010000001-AAAJAX010000023	23	2947376	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03253384	SRR1695838	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6051	Listeria monocytogenes	AAAJAY.gz	AAAJAY010000001-AAAJAY010000028	28	3040702	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02921703	SRR6436646	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6052	Listeria monocytogenes	AAAJAZ.gz	AAAJAZ010000001-AAAJAZ010000019	19	2931126	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN02769733	SRR1709402	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6053	Listeria monocytogenes	AAAJBA.gz	AAAJBA010000001-AAAJBA010000030	30	2984302	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03252769	SRR1698200	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6054	Listeria monocytogenes	AAAJBB.gz	AAAJBB010000001-AAAJBB010000015	15	2924631	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN02769728	SRR1709661	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6055	Listeria monocytogenes	AAAJBC.gz	AAAJBC010000001-AAAJBC010000021	21	3058972	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02922459	SRR6475362	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6056	Listeria monocytogenes	AAAJBD.gz	AAAJBD010000001-AAAJBD010000010	10	3006709	BCT	2018-06-17	2019-06-07	PRJNA212117	SAMN03265977	SRR1734293	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6057	Listeria monocytogenes	AAAJBE.gz	AAAJBE010000001-AAAJBE010000025	25	3085267	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03275457	SRR1745441	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6058	Listeria monocytogenes	AAAJBF.gz	AAAJBF010000001-AAAJBF010000058	58	2949068	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03275471	SRR1745457	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6059	Listeria monocytogenes	AAAJBG.gz	AAAJBG010000001-AAAJBG010000022	22	2967944	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03275486	SRR1745472	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6060	Listeria monocytogenes	AAAJBH.gz	AAAJBH010000001-AAAJBH010000016	16	3005262	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03275501	SRR1745489	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6061	Listeria monocytogenes	AAAJBI.gz	AAAJBI010000001-AAAJBI010000016	16	3051328	BCT	2018-06-20	2020-03-11	PRJNA215355	SAMN02922001	SRR6742497	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6062	Listeria monocytogenes	AAAJBJ.gz	AAAJBJ010000001-AAAJBJ010000078	78	2898736	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03276141	SRR1753935	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6063	Listeria monocytogenes	AAAJBK.gz	AAAJBK010000001-AAAJBK010000055	55	2922253	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03276142	SRR1753936	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6064	Listeria monocytogenes	AAAJBL.gz	AAAJBL010000001-AAAJBL010000015	15	2924909	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN02381988	SRR1056325	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6065	Listeria monocytogenes	AAAJBM.gz	AAAJBM010000001-AAAJBM010000024	24	3094243	BCT	2018-06-20	2020-03-11	PRJNA215355	SAMN02922088	SRR6870013	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6066	Listeria monocytogenes	AAAJBN.gz	AAAJBN010000001-AAAJBN010000010	10	3030013	BCT	2018-06-17	2019-06-07	PRJNA212117	SAMN03198339	SRR1746767	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6067	Listeria monocytogenes	AAAJBO.gz	AAAJBO010000001-AAAJBO010000042	42	3050587	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN02483578	SRR1056327	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6068	Listeria monocytogenes	AAAJBP.gz	AAAJBP010000001-AAAJBP010000022	22	3191606	BCT	2018-06-20	2020-03-11	PRJNA215355	SAMN02922079	SRR6869951	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6069	Listeria monocytogenes	AAAJBQ.gz	AAAJBQ010000001-AAAJBQ010000036	36	2955250	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN03287038	SRR1765790	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6070	Listeria monocytogenes	AAAJBR.gz	AAAJBR010000001-AAAJBR010000046	46	3160448	BCT	2018-06-20	2020-03-11	PRJNA215355	SAMN02922295	SRR6784181	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6071	Listeria monocytogenes	AAAJBS.gz	AAAJBS010000001-AAAJBS010000012	12	3040896	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03275242	SRR1767800	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6072	Listeria monocytogenes	AAAJBT.gz	AAAJBT010000001-AAAJBT010000012	12	3033722	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03275240	SRR1767763	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6073	Listeria monocytogenes	AAAJBU.gz	AAAJBU010000001-AAAJBU010000014	14	3036428	BCT	2018-06-20	2020-03-11	PRJNA215355	SAMN02923138	SRR6926319	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6074	Listeria monocytogenes	AAAJBV.gz	AAAJBV010000001-AAAJBV010000029	29	3277011	BCT	2018-06-20	2020-03-11	PRJNA215355	SAMN02922956	SRR6926474	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6075	Listeria monocytogenes	AAAJBW.gz	AAAJBW010000001-AAAJBW010000016	16	3102022	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03317048	SRR1779447	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6076	Listeria monocytogenes	AAAJBX.gz	AAAJBX010000001-AAAJBX010000023	23	3121776	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03288121	SRR1789031	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6077	Listeria monocytogenes	AAAJBY.gz	AAAJBY010000001-AAAJBY010000058	58	3223210	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03276150	SRR1793280	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6078	Listeria monocytogenes	AAAJBZ.gz	AAAJBZ010000001-AAAJBZ010000036	36	3157866	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03276153	SRR1793281	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6079	Listeria monocytogenes	AAAJCA.gz	AAAJCA010000001-AAAJCA010000024	24	2889805	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03274042	SRR1783214	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6080	Listeria monocytogenes	AAAJCB.gz	AAAJCB010000001-AAAJCB010000129	129	3121720	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03276147	SRR1793276	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6081	Listeria monocytogenes	AAAJCC.gz	AAAJCC010000001-AAAJCC010000023	23	3160766	BCT	2018-06-20	2020-03-11	PRJNA215355	SAMN02922044	SRR7028541	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6082	Listeria monocytogenes	AAAJCD.gz	AAAJCD010000001-AAAJCD010000042	42	3196699	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03276154	SRR1793282	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6083	Listeria monocytogenes	AAAJCE.gz	AAAJCE010000001-AAAJCE010000024	24	3146280	BCT	2018-06-20	2020-03-11	PRJNA215355	SAMN02921941	SRR7135131	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6084	Listeria monocytogenes	AAAJCF.gz	AAAJCF010000001-AAAJCF010000092	92	3098558	BCT	2018-06-20	2020-03-11	PRJNA215355	SAMN02921942	SRR7135127	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6085	Listeria monocytogenes	AAAJCG.gz	AAAJCG010000001-AAAJCG010000034	34	3114539	BCT	2018-06-20	2020-03-11	PRJNA215355	SAMN02921441	SRR7196730	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6086	Listeria monocytogenes	AAAJCH.gz	AAAJCH010000001-AAAJCH010000025	25	3131391	BCT	2018-06-20	2020-03-11	PRJNA215355	SAMN02921931	SRR7134916	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6087	Listeria monocytogenes	AAAJCI.gz	AAAJCI010000001-AAAJCI010000019	19	3135181	BCT	2018-06-20	2020-03-11	PRJNA215355	SAMN02921933	SRR7135133	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6088	Listeria monocytogenes	AAAJCJ.gz	AAAJCJ010000001-AAAJCJ010000027	27	2991297	BCT	2018-06-20	2020-03-11	PRJNA215355	SAMN02921340	SRR7196739	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6089	Listeria monocytogenes	AAAJCK.gz	AAAJCK010000001-AAAJCK010000024	24	3038374	BCT	2018-06-20	2020-03-11	PRJNA215355	SAMN02921585	SRR7193923	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6090	Listeria monocytogenes	AAAJCL.gz	AAAJCL010000001-AAAJCL010000010	10	3026692	BCT	2018-06-17	2019-06-07	PRJNA212117	SAMN02486882	SRR1066064	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6091	Listeria monocytogenes	AAAJCM.gz	AAAJCM010000001-AAAJCM010000017	17	2890440	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN02318246	SRR954536	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6092	Listeria monocytogenes	AAAJCN.gz	AAAJCN010000001-AAAJCN010000021	21	2885770	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN02318250	SRR954540	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6093	Listeria monocytogenes	AAAJCO.gz	AAAJCO010000001-AAAJCO010000029	29	3048773	BCT	2018-06-27	2020-03-11	PRJNA215355	SAMN02923208	SRR2071982	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6094	Listeria monocytogenes	AAAJCP.gz	AAAJCP010000001-AAAJCP010000013	13	2988661	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN02318259	SRR954549	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6095	Listeria monocytogenes	AAAJCQ.gz	AAAJCQ010000001-AAAJCQ010000025	25	3073437	BCT	2018-06-27	2020-03-11	PRJNA215355	SAMN04192069	SRR2905860	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6096	Listeria monocytogenes	AAAJCR.gz	AAAJCR010000001-AAAJCR010000035	35	3053510	BCT	2018-06-27	2020-03-11	PRJNA215355	SAMN04192062	SRR2878357	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6097	Listeria monocytogenes	AAAJCS.gz	AAAJCS010000001-AAAJCS010000045	45	3061149	BCT	2018-06-27	2020-03-11	PRJNA215355	SAMN04192084	SRR2905963	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6098	Listeria monocytogenes	AAAJCT.gz	AAAJCT010000001-AAAJCT010000019	19	3094862	BCT	2018-06-27	2019-03-26	PRJNA215355	SAMN03285328	SRR3130341	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6099	Listeria monocytogenes	AAAJCU.gz	AAAJCU010000001-AAAJCU010000018	18	3112228	BCT	2018-06-27	2019-03-26	PRJNA215355	SAMN04146106	SRR3173573	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6100	Listeria monocytogenes	AAAJCV.gz	AAAJCV010000001-AAAJCV010000020	20	3052087	BCT	2018-06-27	2019-03-26	PRJNA212117	SAMN04965124	SRR3540825	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6101	Listeria monocytogenes	AAAJCW.gz	AAAJCW010000001-AAAJCW010000025	25	3130178	BCT	2018-06-27	2019-03-26	PRJNA215355	SAMN04146124	SRR3173678	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6102	Listeria monocytogenes	AAAJCX.gz	AAAJCX010000001-AAAJCX010000019	19	3010118	BCT	2018-06-27	2019-03-26	PRJNA215355	SAMN04146117	SRR3173673	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6103	Listeria monocytogenes	AAAJCY.gz	AAAJCY010000001-AAAJCY010000022	22	3132897	BCT	2018-06-27	2020-03-11	PRJNA215355	SAMN02922633	SRR3634441	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6104	Listeria monocytogenes	AAAJCZ.gz	AAAJCZ010000001-AAAJCZ010000016	16	2959728	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN02318265	SRR954555	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6105	Listeria monocytogenes	AAAJDA.gz	AAAJDA010000001-AAAJDA010000022	22	3075084	BCT	2018-06-27	2019-03-26	PRJNA215355	SAMN05179358	SRR3622479	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6106	Listeria monocytogenes	AAAJDB.gz	AAAJDB010000001-AAAJDB010000016	16	2954751	BCT	2018-06-27	2020-03-11	PRJNA215355	SAMN06554920	SRR5378819	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6107	Listeria monocytogenes	AAAJDC.gz	AAAJDC010000001-AAAJDC010000020	20	2994976	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN02318986	SRR955387	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6108	Listeria monocytogenes	AAAJDD.gz	AAAJDD010000001-AAAJDD010000034	34	3197546	BCT	2018-06-27	2019-03-26	PRJNA215355	SAMN04166339	SRR3611773	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6109	Listeria monocytogenes	AAAJDE.gz	AAAJDE010000001-AAAJDE010000019	19	3146794	BCT	2018-06-27	2019-03-26	PRJNA215355	SAMN04146079	SRR3825230	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
